DEPKIDBC,A1564UBC,A6599UCF,AGODCUBC,AGYDCUBC,PRSNSUBC,NUCCIUBC,CCSHIUBC,ATTYIUBC,CEPKIUBC,TENREPCF,LNDLDIUC,KID0T2BC,KID3T4BC,KID5T9BC,KID1524B,USATIUBC,ABSFID,ABSIID,CTUSUCIU,IOBTCUF,NOEMPIBC,PSRC4PU,PSRC8PU,IOBTPUF,PSRCSCU,PSRCSCU8,UHRSCCIU,USEFCCIU,ICCL4WIU,TYPFCIUA,TYPFCIUB,TYPFCIUC,TYPFCIUD,TYPFCIUE,TYPFCIUF,KD1014BC,IUTYPE,UHRICIU,IURENT,ITGCBCU6,INVESTCU,INVESCU8,OTHSRCU,OTHSRCU8,ISUPERCU,IOBTCU,INCTOTPU,INCTOPU8,IWSTPU,IWSTPU8,ITGCBPU,INVESTPU,INVESPU8,OTHSRPU,OTHSRPU8,IOBTPU,ISUPERPU,IWSSUCU,UHRSFCIU,HRSPSIU,INCTSCU,INCTSCU8,IWSUCU8,ITGCBCU8,FINSCOPU,ABSPID,SIHIUWT,WUS0101,WUS0102,WUS0103,WUS0104,WUS0105,WUS0106,WUS0107,WUS0108,WUS0109,WUS0110,WUS0111,WUS0112,WUS0113,WUS0114,WUS0115,WUS0116,WUS0117,WUS0118,WUS0119,WUS0120,WUS0121,WUS0122,WUS0123,WUS0124,WUS0125,WUS0126,WUS0127,WUS0128,WUS0129,WUS0130,WUS0131,WUS0132,WUS0133,WUS0134,WUS0135,WUS0136,WUS0137,WUS0138,WUS0139,WUS0140,WUS0141,WUS0142,WUS0143,WUS0144,WUS0145,WUS0146,WUS0147,WUS0148,WUS0149,WUS0150,WUS0151,WUS0152,WUS0153,WUS0154,WUS0155,WUS0156,WUS0157,WUS0158,WUS0159,WUS0160,LEVELIU,CWKCRAIU,WKLYCCBU,WKLYCCRU,COSTICIU,WKLYPSIU,COSTCCIU,COSTFCIU,ABSHID,ABSLID
0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0,1,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,67530,67530,67530,67530,0,0,0,0,0,0,0,1450,0,0,1450,1527,1527,0,2,00,826.81960117,853.18603516,856.2578125,846.35498047,848.10791016,810.9453125,851.4921875,823.25585938,797.00537109,846.17236328,830.82373047,839.79296875,804.33789063,829.00976563,822.89599609,850.83154297,853.2734375,797.51074219,821.09667969,841.89208984,816.16601563,0,822.828125,867.94091797,848.27148438,810.47460938,866.13867188,882.21777344,805.84423828,824.37597656,869.52978516,818.64404297,910.44482422,862.09472656,819.703125,829.14453125,855.5703125,786.37744141,839.57861328,818.39697266,806.83154297,812.22753906,872.55517578,840.17041016,898.94433594,844.87011719,852.92529297,899.1171875,823.41845703,947.89941406,833.87060547,844.83105469,842.89355469,853.50732422,846.72900391,846.25341797,819.31835938,857.95898438,838.015625,814.66601563,916.52050781,3,0,0,0,0,0,0,0,SIH13E8997710,00
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,50,1,0,0,0,4,4,0,4,4,0,2,2,9,0,0,0,0,0,0,4,0,0,0,409.57,409.57,0,0,600,0,46108,46108,0,0,550,14000,14000,0,0,0,31558,0,0,0,1009.57,1009.57,0,0,2,00,367.83587679,398.35351563,375.93359375,363.53759766,380.17480469,375.48144531,378.81201172,393.0324707,366.04345703,379.31347656,368.2097168,380.66381836,368.96191406,359.72680664,379.67919922,375.79248047,391.12207031,383.36669922,372.76196289,371.16967773,376.14868164,371.66186523,372.68920898,369.43798828,363.72607422,379.25390625,365.26367188,365.58691406,388.02978516,377.78613281,365.32104492,365.39746094,371.18969727,363.89306641,378.04394531,376.26904297,380.26318359,361.43896484,372.58813477,377.61621094,368.08935547,367.99267578,363.93237305,366.57568359,373.01342773,375.64404297,371.99438477,370.23901367,366.4296875,370.88842773,390.08056641,371.37036133,365.77612305,367.92236328,373.77124023,384.6418457,0,361.35839844,376.62768555,382.08862305,392.45776367,3,0,0,0,0,0,0,0,SIH13E8997709,00
0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,50,1,0,0,1,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,60955,60955,60955,60955,0,0,0,0,0,0,0,1123,0,0,1123,1133,1133,0,2,00,615.91141808,636.43115234,0,622.28466797,628.9296875,614.84521484,613.26171875,624.56542969,621.21240234,642.1953125,613.60839844,608.53369141,645.97363281,628.51464844,623.78173828,617.58349609,629.23876953,618.78955078,640.29980469,619.39404297,630.34179688,630.41064453,626.63037109,618.46630859,636.32470703,625.30078125,631.59765625,623.17578125,632.29492188,612.38378906,630.72460938,618.29785156,632.52197266,628.28027344,642.01074219,627.25683594,628.41894531,609.74072266,631.60888672,633.14306641,624.43505859,606.03613281,632.67822266,628.98876953,639.80810547,624.59277344,634.45751953,621.36914063,651.93457031,627.75927734,604.81298828,615.51757813,640.48583984,614.31005859,628.05859375,610.69384766,624.02099609,627.62158203,615.68017578,627.68408203,646.91748047,3,0,0,0,0,0,0,0,SIH13E8997708,00
0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,4,0,4,4,0,2,2,9,0,0,0,0,0,0,2,0,0,0,1342.46,1342.46,0,0,0,0,64000,64000,0,0,0,64000,64000,0,0,0,0,0,0,0,1342.46,1342.46,0,0,2,00,1449.5184235,1511.8984375,1512.1972656,1456.1523438,1445.3603516,1461.7910156,1530.7685547,1494.4990234,1496.3916016,1451.6494141,1484.3144531,1496.1171875,1490.6484375,1433.4423828,1439.8857422,1479.1806641,1461.8876953,0,1467.2861328,1539.6376953,1494.4619141,1479.2832031,1420.5576172,1472.7363281,1435.3916016,1478.1679688,1480.7226563,1461.7607422,1502.0742188,1500.4853516,1426.4160156,1455.2851563,1448.2519531,1465.3183594,1455.2285156,1497.4082031,1481.7685547,1483.5791016,1445.9765625,1499.1923828,1445.8310547,1442.2900391,1494.7441406,1468.4628906,1515.2167969,1438.4902344,1458.6201172,1463.3330078,1428.4716797,1557.5175781,1437.2011719,1482.8574219,1452.7265625,1458.1523438,1498.4365234,1449.6708984,1468.3427734,1470.9013672,1459.5693359,1522.5761719,1488.2431641,3,0,0,0,0,0,0,0,SIH13E8997707,00
1,3,0,5,5,3,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,1,0,0,0,374.92,317.38,0,0,0,0,501127.14,501127.14,480578,480578,0,20549.14,20549.14,0,0,0,0,6534,0,0,6908.92,10495.38,10178,0,2,00,1758.5437525,1821.8769531,1828.109375,1829.5,1824.546875,1824.2197266,1763.9433594,1757.3652344,1823.3242188,1767.0332031,1826.3789063,1800.4072266,1773.4267578,1765.4941406,1773.1220703,1780.8222656,1766.7470703,1786.2197266,1800.7978516,1808.9394531,1759.6699219,1811.2128906,1787.4238281,1834.5117188,1831.8671875,1754.5009766,1775.203125,1783.2851563,1777.5976563,1750.671875,1795.5351563,1811.7451172,1767.3564453,1802.0742188,1778.7568359,1777.1943359,1773.7734375,1791.8740234,1814.4833984,1780.2294922,1793.3808594,1777.2236328,1783.5537109,1777.0332031,1805.4951172,1783.2216797,1767.4384766,1775.3583984,1753.6240234,1794.5117188,1804.1513672,1801.0419922,1812.7763672,1792.4228516,1783.6523438,0,1742.6484375,1784.953125,1758.7304688,1786.4355469,1767.8164063,3,0,0,0,0,0,0,0,SIH13E8997706,00
0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,3,3,0,3,3,0,2,2,9,0,0,0,0,0,0,4,0,0,416.45,210.19,210.19,0,0,0,0,30960,30960,0,0,20000,10960,10960,0,0,0,0,0,0,0,626.64,626.64,0,416.45,2,00,1072.8647699,1110.3730469,0,1070.7763672,1052.6230469,1040.8886719,1078.4433594,1099.8271484,1078.1445313,1103.9648438,1097.5615234,1066.0751953,1100.3232422,1121.5664063,1143.7177734,1080.4501953,1066.6689453,1099.8466797,1104.5888672,1102.0253906,1100.0166016,1038.9082031,1137.1933594,1102.328125,1119.7675781,1045.640625,1163.8759766,1086.5478516,1091.078125,1129.1230469,1075.3378906,1122.8144531,1039.6982422,1091.4462891,1085.4628906,1079.4082031,1080.3769531,1090.4072266,1070.4423828,1057.6523438,1102.4433594,1084.3994141,1148.5566406,1115.8378906,1107.5888672,1124.375,1075.3720703,1082.8164063,1084.7109375,1071.3164063,1067.6201172,1124.0556641,1112.2363281,1073.6621094,1120.6152344,1099.6689453,1077.2431641,1064.7285156,1111.4814453,1076.3583984,1021.2817383,3,0,0,0,0,0,0,0,SIH13E8997705,00
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,3,3,0,3,3,0,2,2,9,0,0,0,0,0,0,4,0,0,493.79,38.36,38.36,0,0,0,0,25050,25050,0,0,23050,2000,2000,0,0,0,0,0,0,0,532.15,532.15,0,493.79,2,00,1072.8647699,1110.3730469,0,1070.7763672,1052.6230469,1040.8886719,1078.4433594,1099.8271484,1078.1445313,1103.9648438,1097.5615234,1066.0751953,1100.3232422,1121.5664063,1143.7177734,1080.4501953,1066.6689453,1099.8466797,1104.5888672,1102.0253906,1100.0166016,1038.9082031,1137.1933594,1102.328125,1119.7675781,1045.640625,1163.8759766,1086.5478516,1091.078125,1129.1230469,1075.3378906,1122.8144531,1039.6982422,1091.4462891,1085.4628906,1079.4082031,1080.3769531,1090.4072266,1070.4423828,1057.6523438,1102.4433594,1084.3994141,1148.5566406,1115.8378906,1107.5888672,1124.375,1075.3720703,1082.8164063,1084.7109375,1071.3164063,1067.6201172,1124.0556641,1112.2363281,1073.6621094,1120.6152344,1099.6689453,1077.2431641,1064.7285156,1111.4814453,1076.3583984,1021.2817383,3,0,0,0,0,0,0,0,SIH13E8997705,00
1,1,0,3,3,2,1,0,1,0,3,0,0,0,1,0,0,1,1,0,0,1,3,3,0,3,3,3,2,1,7,0,0,0,0,0,0,3,3,250,594.1,0.23,0.23,7,7,0,0,19922,19922,0,0,19410,12,12,500,500,0,0,60,0,0,661.33,661.33,60,594.1,2,00,294.30405544,307.18164063,261.49731445,312.75463867,299.13989258,308.75415039,291.12524414,301.03149414,303.91894531,306.90942383,297.6027832,306.66040039,309.796875,315.04980469,293.54394531,284.82641602,306.74414063,316.45043945,288.38012695,301.28393555,295.5012207,301.29003906,306.42236328,297.00878906,299.62329102,295.56396484,0,299.95776367,304.06347656,315.52856445,305.05908203,281.24291992,291.6027832,293.80004883,304.24902344,298.07641602,294.87426758,294.15649414,300.63037109,288.37231445,299.57250977,280.3996582,312.07617188,301.87353516,288.08544922,298.45629883,319.20996094,295.65551758,316.16796875,286.46435547,300.86254883,299.70703125,281.49047852,294.93432617,296.63012695,291.91064453,287.94458008,299.02758789,302.94848633,301.12231445,331.61572266,3,72.59,0,0,0,0,0,0,SIH13E8997704,00
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,50,1,0,0,1,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,4,0,0,0,115.07,115.07,0,0,0,0,56000,56000,48000,48000,0,8000,8000,0,0,0,0,1025,0,0,1140.07,1140.07,1025,0,2,00,515.55240282,515.56005859,533.57519531,542.85498047,530.61914063,0,525.65478516,518.98876953,541.6328125,506.20605469,512.66552734,521.73046875,523.67431641,531.17919922,540.99804688,512.67773438,521.1328125,521.61621094,512.86181641,520.36523438,532.33935547,529.67675781,521.89111328,541.24023438,521.27587891,516.13867188,508.79443359,523.7109375,516.46777344,525.44287109,526.12548828,534.09423828,524.97607422,516.07470703,526.05761719,517.63867188,528.24462891,525.40429688,521.24511719,526.74023438,517.265625,529.91015625,525.02050781,523.65185547,533.00341797,523.4921875,533.20996094,528.69628906,519.59960938,528.03515625,521.67333984,521.14550781,516.25341797,530.04541016,522.72460938,518.734375,531.62939453,518.14160156,524.21337891,528.14550781,517.28222656,3,0,0,0,0,0,0,0,SIH13E8997703,00
0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,2,0,0,0,36,36,0,0,0,0,85827.33,85827.33,83997,83997,0,1830.33,1830.33,0,0,0,0,1665,0,0,1701,1743.79,1707.79,0,2,00,1543.3160307,1641.2050781,1543.2978516,1543.2148438,1552.8222656,1529.5498047,1560.4755859,1558.4511719,1553.0458984,1547.4804688,1563.2753906,1514.640625,1547.15625,1561.9375,1537.6757813,1583.1269531,1604.2539063,1557.2675781,1569.5732422,1605.6855469,1560.0166016,1561.0224609,1562.6025391,1616.9277344,1606.6679688,1565.0390625,1568.1777344,1553.3613281,1579.9140625,1542.4873047,1603.0878906,1556.234375,1572.9667969,1602.6621094,1596.5449219,1561.3496094,1643.4189453,1568.34375,1556.0205078,1553.5292969,0,1580.8818359,1649.2041016,1593.0800781,1566.7099609,1541.8291016,1565.9248047,1517.4960938,1599.6708984,1570.7607422,1610.2167969,1533.4599609,1545.2207031,1551.2480469,1606.2451172,1569.5029297,1574.6181641,1493.9472656,1606.4638672,1558.5107422,1575.890625,3,0,0,0,0,0,0,0,SIH13E8997702,00
0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,1,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,4,0,75,0,0.04,0.04,0,0,0,0,59930,59930,59928,59928,0,2,2,0,0,0,0,848,0,0,848.04,848.04,848,0,2,00,1543.3160307,1641.2050781,1543.2978516,1543.2148438,1552.8222656,1529.5498047,1560.4755859,1558.4511719,1553.0458984,1547.4804688,1563.2753906,1514.640625,1547.15625,1561.9375,1537.6757813,1583.1269531,1604.2539063,1557.2675781,1569.5732422,1605.6855469,1560.0166016,1561.0224609,1562.6025391,1616.9277344,1606.6679688,1565.0390625,1568.1777344,1553.3613281,1579.9140625,1542.4873047,1603.0878906,1556.234375,1572.9667969,1602.6621094,1596.5449219,1561.3496094,1643.4189453,1568.34375,1556.0205078,1553.5292969,0,1580.8818359,1649.2041016,1593.0800781,1566.7099609,1541.8291016,1565.9248047,1517.4960938,1599.6708984,1570.7607422,1610.2167969,1533.4599609,1545.2207031,1551.2480469,1606.2451172,1569.5029297,1574.6181641,1493.9472656,1606.4638672,1558.5107422,1575.890625,3,0,0,0,0,0,0,0,SIH13E8997702,00
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,50,1,0,0,0,4,4,0,4,4,0,2,2,9,0,0,0,0,0,0,4,0,0,23.29,249.6,249.6,0,0,0,0,16500,16500,0,0,0,16500,16500,0,0,0,0,0,0,0,272.89,272.89,0,23.29,2,00,725.85771434,734.12646484,752.78222656,731.33691406,755.65722656,738.00683594,728.48779297,748.1796875,748.96142578,741.17382813,725.72705078,742.28857422,741.78613281,0,733.89794922,731.70166016,742.21630859,732.85351563,754.7265625,729.04296875,722.69482422,735.85546875,746.7421875,720.09521484,735.65332031,724.46044922,731.11865234,741.48339844,721.52001953,736.52636719,746.91552734,743.44726563,748.64404297,742.52148438,759.87890625,730.74316406,758.06933594,730.69384766,738.23291016,732.24169922,772.05029297,726.49169922,744.88769531,732.60742188,737.66357422,754.921875,730.54589844,744.86865234,774.78466797,730.58789063,732.64355469,737.31787109,737.95703125,726.453125,728.859375,731.99560547,732.87939453,735.07080078,723.91552734,735.71972656,737.74072266,3,0,0,0,0,0,0,0,SIH13E8997701,00
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,50,1,0,0,0,3,3,0,3,3,0,2,2,9,0,0,0,0,0,0,4,0,0,436.28,0.38,0.38,0,0,0,0,19140,19140,0,0,19100,40,40,0,0,0,0,0,0,0,436.66,436.66,0,436.28,2,00,717.2108168,728.09130859,727.93457031,738.1640625,713.93115234,709.90136719,729.47558594,734.65380859,711.84960938,730.79345703,719.64599609,709.52294922,781.3046875,729.10839844,727.02880859,724.19287109,738.18212891,722.77441406,724.83251953,747.60058594,729.08398438,741.22119141,734.23291016,744,735.37207031,739.75,739.97753906,738.87158203,728.28710938,733.56738281,750.30712891,704.59521484,718.96630859,717.01464844,716.85693359,725.32714844,722.23339844,711.13232422,719.89990234,715.31445313,719.36962891,741.83837891,0,740.89746094,726.01708984,731.21630859,725.79882813,742.06347656,739.41699219,740.63867188,728.32324219,729.79882813,722.10253906,730.95800781,738.49707031,711.34472656,746.00585938,709.99902344,720.54345703,719.40771484,719.36328125,3,0,0,0,0,0,0,0,SIH13E8997700,00
1,1,0,4,4,2,1,0,1,0,3,0,0,0,0,0,0,1,1,0,0,1,1,1,0,3,3,0,2,1,7,0,0,0,0,0,1,3,0,220,370.82,0,0,129,129,0,0,45865,45865,18000,18000,15865,0,0,12000,12000,0,0,315,0,0,814.82,814.82,315,370.82,2,00,535.84928115,519.73388672,572.52880859,559.72900391,535.46337891,538.30615234,588.74072266,554.96386719,513.34326172,565.80908203,578.63769531,527.33740234,537.70117188,549.37890625,540.36523438,486.66235352,580.89501953,518.56689453,537.71679688,570.02441406,516.51953125,554.24121094,520.69580078,545.43896484,542.01367188,557.74609375,543.47412109,543.80322266,546.02880859,549.90136719,525.09814453,531.56738281,581.16210938,559.17236328,554.93505859,531.08740234,505.89208984,542.53125,568.89941406,546.02929688,513.32080078,539.07666016,580.48583984,526.57861328,516.94433594,550.64550781,511.73803711,565.35253906,569.65576172,547.25830078,576.68945313,552.68261719,556.31005859,533.07958984,551.48046875,530.9609375,527.61181641,0,572.88574219,536.5390625,557.08154297,3,53,0,0,0,0,0,0,SIH13E8997699,00
0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,2,0,0,1,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,4,0,50,0,0.19,0.19,0,0,0,0,3000,3000,3000,3000,0,0,0,0,0,0,0,379,0,0,379.19,396.19,396,0,2,00,535.84928115,519.73388672,572.52880859,559.72900391,535.46337891,538.30615234,588.74072266,554.96386719,513.34326172,565.80908203,578.63769531,527.33740234,537.70117188,549.37890625,540.36523438,486.66235352,580.89501953,518.56689453,537.71679688,570.02441406,516.51953125,554.24121094,520.69580078,545.43896484,542.01367188,557.74609375,543.47412109,543.80322266,546.02880859,549.90136719,525.09814453,531.56738281,581.16210938,559.17236328,554.93505859,531.08740234,505.89208984,542.53125,568.89941406,546.02929688,513.32080078,539.07666016,580.48583984,526.57861328,516.94433594,550.64550781,511.73803711,565.35253906,569.65576172,547.25830078,576.68945313,552.68261719,556.31005859,533.07958984,551.48046875,530.9609375,527.61181641,0,572.88574219,536.5390625,557.08154297,3,0,0,0,0,0,0,0,SIH13E8997699,00
0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,2,0,0,575.37,51.24,51.24,0,0,0,0,92228,92228,59828,59828,30000,2400,2400,0,0,0,0,1148,0,0,1774.61,1833.15,1206.54,575.37,2,00,194.17523006,198.16088867,192.80554199,203.43005371,198.78442383,194.86230469,197.046875,191.84729004,198.04333496,196.87060547,192.29516602,193.8034668,201.01184082,200.4909668,194.1862793,192.24719238,193.96240234,208.43408203,194.63000488,201.33947754,192.13781738,194.14038086,198.69848633,195.67089844,193.58764648,192.95336914,191.3651123,196.12683105,195.42443848,207.60888672,206.67565918,193.41418457,195.02282715,196.57617188,199.42944336,197.68847656,0,201.88513184,201.15783691,191.7331543,199.84106445,198.06921387,197.86315918,197.81787109,195.52758789,193.84667969,196.6583252,199.93981934,196.05053711,195.24450684,189.81274414,200.70471191,198.6628418,194.93688965,214.22155762,198.59143066,206.42077637,194.6282959,192.72705078,197.80456543,202.66113281,3,0,0,0,0,0,0,0,SIH13E8997698,00
0,2,0,0,0,2,0,0,0,0,3,4,0,0,0,0,0,1,1,0,0,2,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,2,0,375,0,1.07,1.07,0,0,0,0,100000,100000,100000,100000,0,0,0,0,0,0,0,2000,0,0,2001.07,2001.07,2000,0,2,00,135.99848957,135.9597168,135.30688477,142.1550293,136.14440918,134.51013184,138.21179199,140.37915039,139.2598877,138.91906738,137.20288086,135.01611328,142.42724609,133.18322754,134.24829102,136.11169434,143.45227051,141.70458984,145.71679688,137.78674316,136.67883301,132.98547363,134.86938477,147.15258789,132.84484863,140.01513672,147.34680176,137.89257813,134.00598145,144.40905762,141.36950684,134.86730957,135.54260254,0,135.71032715,138.70300293,137.85559082,139.98376465,142.58129883,136.28942871,136.12011719,139.02929688,137.10498047,144.3046875,135.74462891,140.04248047,138.11791992,134.74047852,143.67431641,135.93273926,135.0793457,132.80175781,136.59362793,138.98706055,133.23791504,142.51611328,151.99584961,136.62902832,135.10009766,144.69836426,137.76159668,3,0,0,0,0,0,0,0,SIH13E8997697,00
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,50,1,0,0,0,4,4,0,4,4,0,2,2,9,0,0,0,0,0,0,4,0,0,23.29,191.78,191.78,0,0,0,0,23397,23397,0,0,0,23397,23397,0,0,0,0,0,0,0,215.07,215.07,0,23.29,2,00,812.25886842,819.92919922,825.54248047,821.34179688,838.18896484,812.71289063,813.07861328,836.66308594,831.20361328,822.83837891,817.26855469,827.80322266,825.97607422,828.22167969,822.56494141,824.91503906,821.38037109,831.22412109,833.60498047,831.32177734,797.39306641,823.36767578,843.41210938,812.17626953,820.13085938,813.28759766,816.66943359,837.74902344,822.35400391,821.00195313,833.79296875,828.20947266,835.97265625,827.19091797,862.12646484,814.28076172,849.65625,815.38671875,817.36767578,825.48876953,854.55761719,0,837.96337891,826.94970703,837.75927734,844.98339844,816.23876953,843.62646484,863.18798828,825.33837891,823.24121094,823.50292969,823.43310547,813.3359375,814.13378906,815.93896484,817.45507813,817.13427734,813.44677734,828.14794922,818.78857422,3,0,0,0,0,0,0,0,SIH13E8997696,00
0,2,0,0,0,2,0,0,0,0,3,4,0,0,0,0,0,1,1,0,0,2,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,2,0,225,0,1.53,1.53,0,0,0,0,78180,80858,78000,80678,0,80,80,100,100,0,0,2625,0,0,2626.53,2626.53,2625,0,1,00,217.90915308,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,0,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,3,0,0,0,0,0,0,0,SIH13E8997695,00
0,1,0,0,0,1,0,0,0,0,3,4,0,0,0,0,0,1,2,0,0,1,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,4,0,225,0,0,0,0,0,0,0,63270,63270,52075,52075,11195,0,0,0,0,0,0,997,0,0,997,997,997,0,2,00,217.90915308,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,0,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,221.60241699,3,0,0,0,0,0,0,0,SIH13E8997695,00
2,2,0,3,3,4,0,0,2,0,1,0,0,0,2,0,0,1,1,0,0,2,1,1,0,1,1,0,2,2,7,0,0,0,0,0,0,1,0,0,104.07,0,0,0,0,0,0,54090,54090,50000,50000,4090,0,0,0,0,0,0,1300,0,0,1404.07,1692.07,1588,104.07,2,00,115.56806236,113.402771,0,124.49737549,113.02667236,110.89532471,117.5020752,117.38867188,119.86053467,111.00506592,118.21679688,118.96429443,115.33093262,117.21276855,112.41247559,113.34222412,122.67608643,117.66741943,115.26391602,112.18933105,129.61462402,115.42926025,124.15686035,117.59753418,119.04467773,115.73370361,120.78625488,138.41418457,113.72418213,116.33062744,125.59381104,131.79345703,118.89013672,112.23425293,112.31689453,127.81591797,113.07684326,110.48840332,113.68914795,112.02502441,108.18261719,115.68823242,121.95617676,116.31274414,112.29443359,117.28759766,114.41314697,113.97589111,118.84967041,115.3571167,111.03094482,118.418396,114.06518555,127.09716797,121.02270508,113.14605713,110.3270874,113.08453369,114.17828369,121.0100708,134.54284668,3,0,0,0,0,0,0,0,SIH13E8997694,00
2,2,0,5,3,3,0,1,1,0,3,0,0,0,1,1,0,1,1,0,0,0,3,3,0,3,3,0,2,2,7,0,0,0,0,0,0,3,0,370,686.06,0,0,161.09,161.09,0,0,43010,43010,6000,6000,30510,0,0,6500,6500,0,0,0,0,0,847.15,847.15,0,686.06,2,00,696.24153493,676.49414063,700.44238281,738.21386719,703.11962891,697.21484375,692.8203125,726.81103516,716.72021484,698.93359375,719.11328125,686.18945313,697.61328125,762.38330078,703.67773438,742.00878906,692.54052734,0,686.54882813,724.73535156,690.53759766,721.53125,744.703125,721.10595703,718.15527344,683.57080078,686.29296875,741.81787109,686.74414063,704.55615234,700.38671875,681.70166016,690.35839844,714.36523438,764.57373047,703.48046875,715.07421875,689.70068359,690.37255859,691.58789063,690.30517578,726.52050781,700.56542969,732.00439453,720.64453125,718.52685547,686.64550781,756.36865234,694.82421875,729.86083984,701.98388672,702.84179688,661.11474609,706.84326172,711.75292969,665.30615234,694.87353516,723.49121094,694.66162109,746.97851563,697.18066406,3,55,0,0,0,0,0,0,SIH13E8997693,00
0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,4,1,0,2,2,9,0,0,0,0,0,0,2,0,0,0,21.19,21.19,0,0,0,0,79629.14,79629.14,82000,82000,0,-2370.86,-2370.86,0,0,0,0,0,0,0,21.19,412.19,391,0,2,00,1402.7168516,1425.7724609,1489.2626953,1428.9345703,1408.8115234,1382.6054688,1472.9882813,1420.3486328,1416.2226563,1379.8818359,1399.3291016,1427.2646484,1394.5039063,1358.8232422,1442.3320313,1457.8613281,1421.6064453,1408.7832031,1434.453125,1466.4433594,1433.4414063,1469.25,1413.8808594,1497.1191406,1425.765625,1408.4267578,1428.6972656,1410.2763672,1387.2275391,1406.8740234,1469.5283203,1520.0117188,1422.9013672,1518.7685547,1393.9638672,1407.0322266,1404.5029297,0,1410.890625,1406.8779297,1366.8173828,1448.1572266,1476.0126953,1384.5332031,1466.5244141,1474.9560547,1505.9472656,1413.2558594,1380.1796875,1383.4882813,1399.125,1417.5302734,1427.7822266,1388.0576172,1417.6962891,1386.0458984,1455.8759766,1446.8671875,1417.9716797,1419.4023438,1396.1669922,3,0,0,0,0,0,0,0,SIH13E8997692,00
