DEPKIDBC,A1564UBC,A6599UCF,AGODCUBC,AGYDCUBC,PRSNSUBC,NUCCIUBC,CCSHIUBC,ATTYIUBC,CEPKIUBC,TENREPCF,LNDLDIUC,KID0T2BC,KID3T4BC,KID5T9BC,KID1524B,USATIUBC,ABSFID,ABSIID,CTUSUCIU,IOBTCUF,NOEMPIBC,PSRC4PU,PSRC8PU,IOBTPUF,PSRCSCU,PSRCSCU8,UHRSCCIU,USEFCCIU,ICCL4WIU,TYPFCIUA,TYPFCIUB,TYPFCIUC,TYPFCIUD,TYPFCIUE,TYPFCIUF,KD1014BC,IUTYPE,UHRICIU,IURENT,ITGCBCU6,INVESTCU,INVESCU8,OTHSRCU,OTHSRCU8,ISUPERCU,IOBTCU,INCTOTPU,INCTOPU8,IWSTPU,IWSTPU8,ITGCBPU,INVESTPU,INVESPU8,OTHSRPU,OTHSRPU8,IOBTPU,ISUPERPU,IWSSUCU,UHRSFCIU,HRSPSIU,INCTSCU,INCTSCU8,IWSUCU8,ITGCBCU8,FINSCOPU,ABSPID,SIHIUWT,WUS0101,WUS0102,WUS0103,WUS0104,WUS0105,WUS0106,WUS0107,WUS0108,WUS0109,WUS0110,WUS0111,WUS0112,WUS0113,WUS0114,WUS0115,WUS0116,WUS0117,WUS0118,WUS0119,WUS0120,WUS0121,WUS0122,WUS0123,WUS0124,WUS0125,WUS0126,WUS0127,WUS0128,WUS0129,WUS0130,WUS0131,WUS0132,WUS0133,WUS0134,WUS0135,WUS0136,WUS0137,WUS0138,WUS0139,WUS0140,WUS0141,WUS0142,WUS0143,WUS0144,WUS0145,WUS0146,WUS0147,WUS0148,WUS0149,WUS0150,WUS0151,WUS0152,WUS0153,WUS0154,WUS0155,WUS0156,WUS0157,WUS0158,WUS0159,WUS0160,LEVELIU,CWKCRAIU,WKLYCCBU,WKLYCCRU,COSTICIU,WKLYPSIU,COSTCCIU,COSTFCIU,ABSHID,ABSLID
0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,3,0,3,3,0,2,2,9,0,0,0,0,0,0,2,0,0,661.98,36.51,36.51,0,0,0,0,34946.29,34946.29,0,0,33184,1762.29,1762.29,0,0,0,0,0,0,0,698.49,698.49,0,661.98,2,00,205.11248012,207.61401367,205.25561523,219.97692871,211.41589355,211.65368652,209.91918945,201.99182129,204.77429199,208.31860352,203.56726074,204.96228027,218.54882813,220.16149902,207.52197266,205.95715332,203.59753418,213.80822754,203.72888184,210.93786621,201.85668945,205.31945801,209.09802246,204.91772461,207.94592285,209.48657227,204.06115723,209.37670898,211.47033691,212.85375977,217.67895508,205.2364502,207.79333496,215.67651367,209.79162598,204.07922363,216.875,205.96520996,200.82775879,204.53723145,206.88049316,208.96484375,205.96240234,210.92431641,206.63305664,203.9967041,203.31384277,211.34814453,209.10803223,204.9888916,207.73010254,207.62609863,207.01452637,207.33728027,224.1105957,0,222.54345703,211.28356934,209.90368652,207.9083252,203.91418457,3,0,0,0,0,0,0,0,SIH13E8994676,00
0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,50,1,0,0,1,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,4,0,275,0,0.02,0.02,0,0,0,0,65001,65001,65000,65000,0,1,1,0,0,0,0,1250,0,0,1250.02,1250.02,1250,0,2,00,1537.4933435,1561.3369141,1568.2275391,1545.8955078,0,1561.6845703,1603.5273438,1604.9296875,1545.734375,1564.9462891,1543.9228516,1564.828125,1562.8320313,1569.3779297,1567.1699219,1544.4033203,1529.2548828,1578.7324219,1540.2275391,1561.6708984,1552.15625,1575.1787109,1556.8300781,1553.921875,1577.0898438,1552.5625,1577.7705078,1592.6503906,1560.7451172,1547.6503906,1538.6298828,1569.6699219,1535.7958984,1560.7314453,1573.6572266,1565.3583984,1543.8222656,1550.0146484,1561.0527344,1597.4394531,1552.3222656,1571.2871094,1550.3623047,1600.5712891,1566.4550781,1592.8242188,1565.1806641,1563.4814453,1572.8984375,1582.6855469,1555.8251953,1562.2695313,1573.2802734,1562.078125,1543.5175781,1579.75,1566.9648438,1552.2216797,1539.5566406,1597.3798828,1553.3466797,3,0,0,0,0,0,0,0,SIH13E8994675,00
4,3,0,5,4,6,0,0,3,0,3,0,0,0,0,1,0,1,1,0,0,2,1,1,0,1,1,0,2,2,7,0,0,0,0,0,2,1,0,365,337.67,0,0,0,0,0,0,69670.79,71670.79,66000,68000,3670.79,0,0,0,0,0,0,1708,0,0,2045.67,2061.67,1724,337.67,2,00,833.66089768,825.38330078,879.92382813,914.10009766,817.89941406,852.40332031,839.31298828,838.05761719,883.23974609,818.00390625,843.99804688,895.59326172,817.81396484,848.53662109,0,827.75244141,801.51757813,843.17724609,816.46240234,845.69042969,892.74902344,841.18115234,880.21386719,870.11083984,798.55810547,851.42333984,857.9296875,864.11181641,840.06201172,824.31396484,878.73583984,888.85498047,857.65234375,836.23925781,847.01513672,857.69335938,856.88769531,832.39794922,848.36523438,839.90136719,850.31445313,835.20996094,814.6171875,814.65185547,851.19775391,832.45556641,910.70849609,844.12207031,824.80810547,874.46875,824.87353516,838.27197266,839.35644531,879.89501953,824.81103516,850.15722656,810.171875,845.05712891,822.63085938,856.38671875,855.13867188,3,0,0,0,0,0,0,0,SIH13E8994674,00
2,1,0,4,3,3,1,0,1,0,3,0,0,0,1,0,0,1,1,0,0,1,3,3,0,3,3,1,2,1,7,0,0,0,0,0,1,3,1,150,915.65,0.38,0.38,0,0,0,0,61384,61384,24000,24000,37364,20,20,0,0,0,0,430,0,0,1346.03,1346.03,430,915.65,2,00,530.23580343,526.24951172,568.28955078,537.95849609,528.70703125,527.3515625,590.02880859,551.98339844,518.69287109,568.69482422,542.73632813,516.58007813,529.63964844,546.69628906,522.22265625,526.32714844,540.9765625,547.10546875,549.50146484,502.89794922,538.82226563,541.72021484,522.48242188,518.88330078,529.58154297,544.74316406,536.80859375,543.68164063,556.80126953,538.34228516,523.86230469,546.45507813,537.36279297,539.50732422,530.52636719,531.10009766,510.43676758,540.65576172,541.06933594,543.37792969,534.07958984,537.54736328,569.08447266,525.32714844,536.09326172,550.00537109,536.86914063,541.82861328,543.65673828,524.50097656,596.70507813,0,531.90673828,552.15869141,548.61572266,531.03271484,537.86669922,534.33935547,584.05566406,512.453125,544.92724609,3,40,0,0,0,0,0,0,SIH13E8994673,00
2,4,0,5,5,4,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,2,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,1,0,0,237.36,97.83,97.83,0,0,0,0,43721,43721,22000,22000,9620,12101,12101,0,0,0,0,1300,0,0,1635.19,1683.19,1348,237.36,2,00,1305.7433764,1330.9628906,1420.0136719,1329.8857422,1291.6074219,1327.421875,1343.5263672,1482.7753906,1303.0947266,1299.4726563,1329.9765625,1245.1660156,1313.9921875,1301.1708984,1345.5458984,1315.1289063,1263.6669922,1348.1542969,1392.8417969,1349.9248047,1350.2919922,1365.6621094,1375.0810547,1310.140625,1321.5244141,1353.3876953,1382.2558594,1326.15625,1305.6152344,1319.4951172,1295.3818359,1280.5078125,1300.4707031,1326.9130859,1348.4628906,1301.0898438,1293.3095703,1283.7207031,1316.6884766,1340.6523438,0,1363.9121094,1312.484375,1337.2246094,1336,1394.7207031,1254.1796875,1298.1708984,1306.4121094,1285.4228516,1430.6708984,1292.5996094,1305.3808594,1326.5234375,1302.8046875,1246.609375,1301.6318359,1418.1660156,1379.1464844,1256.0263672,1304.9384766,3,0,0,0,0,0,0,0,SIH13E8994672,00
0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,1,4,4,0,1,1,0,2,2,9,0,0,0,0,0,0,4,0,50,0,0,0,0,0,0,0,10,10,0,0,0,10,10,0,0,0,0,1500,0,0,1500,1788,1788,0,2,00,1305.7433764,1330.9628906,1420.0136719,1329.8857422,1291.6074219,1327.421875,1343.5263672,1482.7753906,1303.0947266,1299.4726563,1329.9765625,1245.1660156,1313.9921875,1301.1708984,1345.5458984,1315.1289063,1263.6669922,1348.1542969,1392.8417969,1349.9248047,1350.2919922,1365.6621094,1375.0810547,1310.140625,1321.5244141,1353.3876953,1382.2558594,1326.15625,1305.6152344,1319.4951172,1295.3818359,1280.5078125,1300.4707031,1326.9130859,1348.4628906,1301.0898438,1293.3095703,1283.7207031,1316.6884766,1340.6523438,0,1363.9121094,1312.484375,1337.2246094,1336,1394.7207031,1254.1796875,1298.1708984,1306.4121094,1285.4228516,1430.6708984,1292.5996094,1305.3808594,1326.5234375,1302.8046875,1246.609375,1301.6318359,1418.1660156,1379.1464844,1256.0263672,1304.9384766,3,0,0,0,0,0,0,0,SIH13E8994672,00
0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,1,4,4,0,1,1,0,2,2,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,27,27,0,0,0,27,27,0,0,0,0,450,0,0,450,454,454,0,2,00,1305.7433764,1330.9628906,1420.0136719,1329.8857422,1291.6074219,1327.421875,1343.5263672,1482.7753906,1303.0947266,1299.4726563,1329.9765625,1245.1660156,1313.9921875,1301.1708984,1345.5458984,1315.1289063,1263.6669922,1348.1542969,1392.8417969,1349.9248047,1350.2919922,1365.6621094,1375.0810547,1310.140625,1321.5244141,1353.3876953,1382.2558594,1326.15625,1305.6152344,1319.4951172,1295.3818359,1280.5078125,1300.4707031,1326.9130859,1348.4628906,1301.0898438,1293.3095703,1283.7207031,1316.6884766,1340.6523438,0,1363.9121094,1312.484375,1337.2246094,1336,1394.7207031,1254.1796875,1298.1708984,1306.4121094,1285.4228516,1430.6708984,1292.5996094,1305.3808594,1326.5234375,1302.8046875,1246.609375,1301.6318359,1418.1660156,1379.1464844,1256.0263672,1304.9384766,3,0,0,0,0,0,0,0,SIH13E8994672,00
0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,3,0,3,3,0,2,2,9,0,0,0,0,0,0,2,0,0,645.12,23.01,23.01,0,0,0,0,31096,31096,0,0,29396,1700,1700,0,0,0,0,0,0,0,668.13,668.13,0,645.12,2,00,919.81156863,947.515625,909.01513672,931.03808594,955.96435547,961.01220703,929.11132813,949.96972656,961.62744141,951.85498047,928.42822266,950.55419922,917.05712891,910.02294922,918.15917969,946.61621094,935.01757813,931.27783203,946.09130859,916.97363281,927.13769531,897.50683594,945.25097656,928.48486328,949.76708984,929.41015625,947.27490234,942.59667969,952.69873047,928.89404297,929.50195313,925.90429688,939.52783203,939.14453125,924.8984375,922.90478516,951.68554688,928.43652344,923.97607422,914.41845703,932.84814453,908.71728516,919.08789063,959.94238281,942.60449219,950.69482422,957.45019531,925.33300781,927.41943359,942.42675781,913.19824219,949.42138672,932.140625,0,957.37988281,924.27832031,910.17724609,928.80419922,917.09423828,962.22998047,974.94287109,3,0,0,0,0,0,0,0,SIH13E8994671,00
0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,3,3,0,2,2,9,0,0,0,0,0,0,2,0,0,594.99,57.54,57.54,0,0,0,0,85114,99169,72000,86055,11114,2000,2000,0,0,0,0,0,0,0,652.53,652.53,0,594.99,2,00,819.31267296,841.81494141,829.01904297,835.95361328,840.51855469,839.27636719,831.42578125,858.75585938,812.62890625,830.01953125,845.78173828,827.63427734,862.69677734,829.42626953,836.42089844,828.52539063,846.33300781,828.80175781,804.73876953,826.34082031,832.88183594,839.90527344,819.41015625,859.07177734,857.83398438,819.48876953,839.51953125,818.23632813,798.69824219,851.93603516,0,805.57666016,838.86523438,842.53125,829.51660156,820.8984375,819.24462891,821.40039063,821.4765625,798.71044922,843.00830078,864.83105469,878.59716797,850.00830078,797.51904297,837.04052734,835.82421875,830.32470703,855.31445313,848.05322266,848.65771484,831.64697266,836.79296875,852.53076172,827.78515625,824.73632813,848.22021484,802.52978516,822.12548828,802.73828125,832.20849609,3,0,0,0,0,0,0,0,SIH13E8994670,00
0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,1,1,3,1,1,0,2,2,9,0,0,0,0,0,0,2,0,0,0,4.6,4.6,0,0,0,0,70240,70240,70000,70000,0,240,240,0,0,0,0,1670,0,0,1674.6,1674.6,1670,0,2,00,230.45900023,232.40661621,230.62841797,230.36547852,232.69616699,233.24365234,239.1027832,226.04663086,233.97436523,242.22387695,0,233.20239258,235.19543457,233.50805664,232.97839355,222.42175293,236.59277344,227.09619141,227.82385254,234.20556641,228.32983398,228.125,238.74987793,235.54724121,232.48400879,234.87158203,225.3302002,237.31079102,232.17578125,255.80957031,239.5090332,236.66186523,240.5892334,239.35119629,234.98461914,232.35314941,237.50683594,237.88415527,244.40234375,232.91967773,231.77185059,233.96362305,232.25634766,228.53137207,235.41589355,227.02185059,229.38330078,227.08654785,235.2322998,244.91064453,227.78527832,237.2911377,235.44213867,223.57763672,233.38574219,235.63537598,241.41394043,244.78381348,234.89294434,246.34851074,235.4083252,3,0,0,0,0,0,0,0,SIH13E8994669,00
0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0,1,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,45000,45000,45000,45000,0,0,0,0,0,0,0,1000,0,0,1000,1330,1330,0,2,00,230.45900023,232.40661621,230.62841797,230.36547852,232.69616699,233.24365234,239.1027832,226.04663086,233.97436523,242.22387695,0,233.20239258,235.19543457,233.50805664,232.97839355,222.42175293,236.59277344,227.09619141,227.82385254,234.20556641,228.32983398,228.125,238.74987793,235.54724121,232.48400879,234.87158203,225.3302002,237.31079102,232.17578125,255.80957031,239.5090332,236.66186523,240.5892334,239.35119629,234.98461914,232.35314941,237.50683594,237.88415527,244.40234375,232.91967773,231.77185059,233.96362305,232.25634766,228.53137207,235.41589355,227.02185059,229.38330078,227.08654785,235.2322998,244.91064453,227.78527832,237.2911377,235.44213867,223.57763672,233.38574219,235.63537598,241.41394043,244.78381348,234.89294434,246.34851074,235.4083252,3,0,0,0,0,0,0,0,SIH13E8994669,00
0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,1,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16000,16000,16000,16000,0,0,0,0,0,0,0,600,0,0,600,600,600,0,2,00,230.45900023,232.40661621,230.62841797,230.36547852,232.69616699,233.24365234,239.1027832,226.04663086,233.97436523,242.22387695,0,233.20239258,235.19543457,233.50805664,232.97839355,222.42175293,236.59277344,227.09619141,227.82385254,234.20556641,228.32983398,228.125,238.74987793,235.54724121,232.48400879,234.87158203,225.3302002,237.31079102,232.17578125,255.80957031,239.5090332,236.66186523,240.5892334,239.35119629,234.98461914,232.35314941,237.50683594,237.88415527,244.40234375,232.91967773,231.77185059,233.96362305,232.25634766,228.53137207,235.41589355,227.02185059,229.38330078,227.08654785,235.2322998,244.91064453,227.78527832,237.2911377,235.44213867,223.57763672,233.38574219,235.63537598,241.41394043,244.78381348,234.89294434,246.34851074,235.4083252,3,0,0,0,0,0,0,0,SIH13E8994669,00
0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,3,3,0,3,3,0,2,2,9,0,0,0,0,0,0,2,0,0,546.26,28.77,28.77,0,0,0,0,41100,43100,17000,19000,22150,1950,1950,0,0,0,0,0,0,0,575.03,575.03,0,546.26,2,00,1007.8826822,1058.1708984,980.17333984,994.39306641,998.37646484,1014.0683594,1000.1523438,1002.730957,0,1046.4228516,1009.3071289,1000.8037109,1071.7978516,1029.4472656,1028.2080078,1048.1357422,990.37841797,1004.690918,1017.8911133,1050.5195313,1036.1103516,1050.6923828,1051.7666016,1036.59375,1030.1289063,975.06787109,985.80224609,1043.6660156,1055.4462891,1062.6699219,1005.1831055,1018.4648438,1013.6772461,1049.5058594,1029.5507813,1006.6333008,1028.2470703,1075.6982422,1020.4643555,1032.9833984,1074.2128906,1051.4169922,1017.8139648,1007.7768555,1076.9394531,1004.2373047,1033.2519531,996.57470703,1045.3320313,988.16064453,1025.5,1047.3720703,999.30371094,1018.6464844,1022.1313477,1041.0332031,1017.6738281,1034.9931641,985.66699219,1023.7192383,992.59619141,3,0,0,0,0,0,0,0,SIH13E8994668,00
0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,1,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,4,0,100,0,0,0,0,0,0,0,44000,44000,44000,44000,0,0,0,0,0,0,0,800,0,0,800,800,800,0,2,00,1007.8826822,1058.1708984,980.17333984,994.39306641,998.37646484,1014.0683594,1000.1523438,1002.730957,0,1046.4228516,1009.3071289,1000.8037109,1071.7978516,1029.4472656,1028.2080078,1048.1357422,990.37841797,1004.690918,1017.8911133,1050.5195313,1036.1103516,1050.6923828,1051.7666016,1036.59375,1030.1289063,975.06787109,985.80224609,1043.6660156,1055.4462891,1062.6699219,1005.1831055,1018.4648438,1013.6772461,1049.5058594,1029.5507813,1006.6333008,1028.2470703,1075.6982422,1020.4643555,1032.9833984,1074.2128906,1051.4169922,1017.8139648,1007.7768555,1076.9394531,1004.2373047,1033.2519531,996.57470703,1045.3320313,988.16064453,1025.5,1047.3720703,999.30371094,1018.6464844,1022.1313477,1041.0332031,1017.6738281,1034.9931641,985.66699219,1023.7192383,992.59619141,3,0,0,0,0,0,0,0,SIH13E8994668,00
0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,1,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,4,0,100,0,0,0,0,0,0,0,80000,80000,80000,80000,0,0,0,0,0,0,0,1500,0,0,1500,1979,1979,0,2,00,1007.8826822,1058.1708984,980.17333984,994.39306641,998.37646484,1014.0683594,1000.1523438,1002.730957,0,1046.4228516,1009.3071289,1000.8037109,1071.7978516,1029.4472656,1028.2080078,1048.1357422,990.37841797,1004.690918,1017.8911133,1050.5195313,1036.1103516,1050.6923828,1051.7666016,1036.59375,1030.1289063,975.06787109,985.80224609,1043.6660156,1055.4462891,1062.6699219,1005.1831055,1018.4648438,1013.6772461,1049.5058594,1029.5507813,1006.6333008,1028.2470703,1075.6982422,1020.4643555,1032.9833984,1074.2128906,1051.4169922,1017.8139648,1007.7768555,1076.9394531,1004.2373047,1033.2519531,996.57470703,1045.3320313,988.16064453,1025.5,1047.3720703,999.30371094,1018.6464844,1022.1313477,1041.0332031,1017.6738281,1034.9931641,985.66699219,1023.7192383,992.59619141,3,0,0,0,0,0,0,0,SIH13E8994668,00
0,1,0,0,0,1,0,0,0,0,3,4,0,0,0,0,0,50,1,0,0,0,1,1,0,3,3,0,2,2,9,0,0,0,0,0,0,4,0,220,322.45,0,0,0,0,0,0,80000,80000,62000,62000,18000,0,0,0,0,0,0,0,0,0,322.45,322.45,0,322.45,2,00,182.25052895,185.45812988,184.87963867,186.65368652,191.76525879,183.04821777,190.29382324,183.26208496,188.92858887,181.97949219,190.11291504,189.85668945,192.05786133,181.79553223,185.69189453,180.2611084,194.60766602,184.6907959,184.60827637,185.17285156,182.51501465,190.73974609,186.34667969,182.57373047,186.11181641,181.89367676,181.61914063,180.68432617,188.8984375,189.16967773,191.6763916,187.28820801,179.15576172,0,184.63977051,180.3671875,185.79736328,184.46240234,183.96020508,182.12451172,182.4498291,186.76574707,187.58166504,181.48535156,186.48266602,183.72875977,181.24304199,183.22888184,180.82702637,184.75415039,188.34106445,186.14343262,190.78344727,184.10986328,188.77819824,185.17724609,183.5703125,183.42822266,184.41296387,183.89294434,187.4375,3,56,0,0,0,0,0,0,SIH13E8994667,00
2,2,0,2,1,4,0,0,0,0,3,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,2,2,7,0,0,0,0,0,0,1,0,822,176.76,4.8,4.8,0,0,0,0,76787.09,76787.09,65000,65000,11537.09,250,250,0,0,0,0,2500,0,0,2681.56,2523.56,2342,176.76,2,00,69.028578756,64.903320313,0,66.880310059,76.936035156,69.643554688,65.953918457,69.583984375,68.361999512,74.607727051,65.783935547,71.35345459,75.873168945,75.692932129,71.097595215,70.032287598,67.455993652,70.45904541,70.27355957,66.183959961,68.944763184,71.067993164,66.814758301,61.175262451,75.205444336,61.533416748,72.971435547,67.026184082,64.912353516,67.58770752,65.293762207,70.915893555,73.779907227,67.956970215,69.507080078,66.899780273,68.706359863,64.845153809,69.981567383,70.328430176,67.675354004,71.206237793,67.54107666,64.553344727,70.291503906,71.643676758,73.703186035,83.673095703,71.940795898,73.604614258,63.790771484,69.997802734,79.220581055,75.365722656,77.19354248,69.813049316,81.166503906,68.715026855,68.108520508,67.463623047,70.770812988,3,0,0,0,0,0,0,0,SIH13E8994666,00
0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,50,1,0,0,1,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,4,0,0,0,2.31,2.31,0,0,0,0,95120.57,105120.57,95000,105000,0,120.57,120.57,0,0,0,0,2200,0,0,2202.31,2201.31,2199,0,2,00,747.0261209,775.98583984,765.36669922,755.61328125,755.5078125,758.87207031,753.93164063,753.12890625,756.55078125,772.56445313,747.11035156,766.32958984,768.3046875,771.05957031,760.80859375,750.52148438,756.57763672,744.85498047,759.43457031,770.72753906,753.53125,755.39501953,762.55908203,745.13574219,750.20947266,756.91210938,746.9296875,761.64306641,765.07714844,761.87255859,760.22851563,744.32470703,765.25195313,753.44384766,748.11914063,748.11279297,0,762.04980469,753.73144531,768.96582031,767.58691406,778.43164063,744.54345703,749.47802734,783.61474609,742.13916016,755.36083984,769.19042969,765.44482422,765.29101563,758.87255859,760.85009766,785.20214844,774.96923828,752.24902344,748.97021484,762.06884766,758.84521484,754.27783203,763.64160156,744.26708984,3,0,0,0,0,0,0,0,SIH13E8994665,00
0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,77000,77000,77000,77000,0,0,0,0,0,0,0,1476,0,0,1476,1515,1515,0,1,00,816.02772857,826.07177734,828.67333984,830.06542969,814.62109375,805.53857422,844.31103516,827.04833984,831.04589844,828.97412109,797.98583984,867.46337891,847.06933594,830.92431641,820.85058594,863.87402344,867.49951172,870.12939453,855.88183594,829.32128906,829.77734375,824.84326172,827.99707031,860.60302734,846.27880859,821.04980469,842.42382813,823.70703125,864.73730469,813.33349609,869.94335938,806.21777344,833.43261719,819.06152344,799.86962891,812.09814453,824.71582031,858.28173828,826.62060547,801.86230469,825.61425781,831.3671875,821.78564453,815.45361328,838.13330078,798.31982422,840.49511719,806.64697266,819.9296875,819.74169922,0,813.02099609,812.54394531,834.63769531,829.89404297,825.58154297,829.27636719,803.08300781,869.84472656,817.58691406,813.12597656,3,0,0,0,0,0,0,0,SIH13E8994664,00
0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0,1,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,18000,18000,18000,18000,0,0,0,0,0,0,0,760,0,0,760,683,683,0,2,00,816.02772857,826.07177734,828.67333984,830.06542969,814.62109375,805.53857422,844.31103516,827.04833984,831.04589844,828.97412109,797.98583984,867.46337891,847.06933594,830.92431641,820.85058594,863.87402344,867.49951172,870.12939453,855.88183594,829.32128906,829.77734375,824.84326172,827.99707031,860.60302734,846.27880859,821.04980469,842.42382813,823.70703125,864.73730469,813.33349609,869.94335938,806.21777344,833.43261719,819.06152344,799.86962891,812.09814453,824.71582031,858.28173828,826.62060547,801.86230469,825.61425781,831.3671875,821.78564453,815.45361328,838.13330078,798.31982422,840.49511719,806.64697266,819.9296875,819.74169922,0,813.02099609,812.54394531,834.63769531,829.89404297,825.58154297,829.27636719,803.08300781,869.84472656,817.58691406,813.12597656,3,0,0,0,0,0,0,0,SIH13E8994664,00
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,3,0,3,3,0,2,2,9,0,0,0,0,0,0,4,0,0,369.28,10,10,0,0,0,0,15101,15101,0,0,14650,451,451,0,0,0,0,0,0,0,379.28,379.28,0,369.28,2,00,1105.2444852,1156.4130859,1203.5820313,1091.2539063,1103.9365234,1118.6826172,1103.2519531,1129.6044922,1156.3505859,1177.3544922,1092.4492188,1154.4912109,1078.8037109,1152.4199219,1120.2685547,1130.6230469,1108.1884766,1150.1347656,1122.3535156,1086.4042969,1091.1660156,0,1205.8203125,1205.4794922,1109.9150391,1150.9677734,1125.140625,1093.0166016,1106.5332031,1093.1386719,1108.5800781,1162.1162109,1150.2412109,1130.5722656,1093.0029297,1114.5234375,1138.5146484,1107.4404297,1136.7011719,1149.6923828,1133.6171875,1055.2324219,1114.9257813,1123.9697266,1103.5068359,1136.0878906,1165.3330078,1093.7109375,1065.0664063,1070.2421875,1157.1298828,1116.3388672,1105.5302734,1079.2949219,1117.7460938,1109.0800781,1102.8076172,1200.1748047,1123.2685547,1106.4472656,1106.3447266,3,0,0,0,0,0,0,0,SIH13E8994663,00
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,3,3,0,3,3,0,2,2,9,0,0,0,0,0,0,4,0,0,394.79,10,10,0,0,0,0,15266,15266,0,0,14750,516,516,0,0,0,0,0,0,0,404.79,404.79,0,394.79,2,00,1105.2444852,1156.4130859,1203.5820313,1091.2539063,1103.9365234,1118.6826172,1103.2519531,1129.6044922,1156.3505859,1177.3544922,1092.4492188,1154.4912109,1078.8037109,1152.4199219,1120.2685547,1130.6230469,1108.1884766,1150.1347656,1122.3535156,1086.4042969,1091.1660156,0,1205.8203125,1205.4794922,1109.9150391,1150.9677734,1125.140625,1093.0166016,1106.5332031,1093.1386719,1108.5800781,1162.1162109,1150.2412109,1130.5722656,1093.0029297,1114.5234375,1138.5146484,1107.4404297,1136.7011719,1149.6923828,1133.6171875,1055.2324219,1114.9257813,1123.9697266,1103.5068359,1136.0878906,1165.3330078,1093.7109375,1065.0664063,1070.2421875,1157.1298828,1116.3388672,1105.5302734,1079.2949219,1117.7460938,1109.0800781,1102.8076172,1200.1748047,1123.2685547,1106.4472656,1106.3447266,3,0,0,0,0,0,0,0,SIH13E8994663,00
0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,1,1,1,0,1,1,0,2,2,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,25000,25000,25000,25000,0,0,0,0,0,0,0,650,0,0,650,650,650,0,2,00,1105.2444852,1156.4130859,1203.5820313,1091.2539063,1103.9365234,1118.6826172,1103.2519531,1129.6044922,1156.3505859,1177.3544922,1092.4492188,1154.4912109,1078.8037109,1152.4199219,1120.2685547,1130.6230469,1108.1884766,1150.1347656,1122.3535156,1086.4042969,1091.1660156,0,1205.8203125,1205.4794922,1109.9150391,1150.9677734,1125.140625,1093.0166016,1106.5332031,1093.1386719,1108.5800781,1162.1162109,1150.2412109,1130.5722656,1093.0029297,1114.5234375,1138.5146484,1107.4404297,1136.7011719,1149.6923828,1133.6171875,1055.2324219,1114.9257813,1123.9697266,1103.5068359,1136.0878906,1165.3330078,1093.7109375,1065.0664063,1070.2421875,1157.1298828,1116.3388672,1105.5302734,1079.2949219,1117.7460938,1109.0800781,1102.8076172,1200.1748047,1123.2685547,1106.4472656,1106.3447266,3,0,0,0,0,0,0,0,SIH13E8994663,00
