ABSFID,ABSLID,CURINTL,LNSECLN,MPURL,YRRPMTL,AMTOLN,WKREPLN,AMTBRLN,IMPASTA,IMPFIAC,IMPNOST,IMPNSTA,IMPSTAT,SIHLNWT,WLN0101,WLN0102,WLN0103,WLN0104,WLN0105,WLN0106,WLN0107,WLN0108,WLN0109,WLN0110,WLN0111,WLN0112,WLN0113,WLN0114,WLN0115,WLN0116,WLN0117,WLN0118,WLN0119,WLN0120,WLN0121,WLN0122,WLN0123,WLN0124,WLN0125,WLN0126,WLN0127,WLN0128,WLN0129,WLN0130,WLN0131,WLN0132,WLN0133,WLN0134,WLN0135,WLN0136,WLN0137,WLN0138,WLN0139,WLN0140,WLN0141,WLN0142,WLN0143,WLN0144,WLN0145,WLN0146,WLN0147,WLN0148,WLN0149,WLN0150,WLN0151,WLN0152,WLN0153,WLN0154,WLN0155,WLN0156,WLN0157,WLN0158,WLN0159,WLN0160,LEVELLN,ABSHID,ABSIID,ABSPID
00,1,5.58,1,1,2013,534475,592,538535,0,0,0,0,0,881.100353,918.35449219,882.75585938,862.08300781,854.32617188,871.27929688,869.96728516,904.08935547,907.52587891,857.40039063,908.85742188,892.90478516,905.87109375,0,870.46679688,927.05371094,889.51953125,970.97753906,858.76855469,876.16357422,923.78417969,897.32177734,910.66699219,906.56835938,937.06689453,880.21337891,866.67285156,898.91503906,964.12255859,848.69384766,872.90136719,905.13427734,897.30224609,878.67333984,906.38037109,860.07324219,922.43359375,900.69335938,936.82910156,871.51171875,925.69140625,928.91308594,880.43408203,858.94091797,871.03808594,945.53076172,867.23095703,894.40917969,891.69238281,884.80078125,872.83740234,903.78857422,933.88769531,881.04589844,840.35498047,895.35400391,971.88574219,853.03320313,898.96630859,947.05273438,885.35253906,6,SIH13E8997839,0,00
00,1,5,1,1,2007,240000,500,300000,0,0,0,0,0,580.19881881,549.96875,552.82324219,620.86865234,563.43505859,537.69970703,581.70410156,598.76660156,576.76220703,567.13867188,585.52783203,550.07128906,577.79980469,0,602.57861328,589.56591797,588.77246094,593.37548828,574.90673828,637.4609375,578.27685547,582.28027344,636.328125,628.58496094,580.75488281,614.98583984,562.54345703,640.38623047,646.21435547,580.73291016,586.02783203,586.16210938,567.20458984,559.23095703,654.30664063,567.55664063,601.04003906,586.46972656,562.54589844,587.69335938,571.11230469,582.93164063,601.83398438,611.59814453,615.47412109,601.44189453,581.78320313,592.12304688,581.07470703,626.27294922,579.44384766,604.69677734,591.22363281,567.95019531,613.59667969,595.19384766,587.16015625,585.45898438,576.72314453,615.75585938,571.43994141,6,SIH13E8997836,0,00
00,1,6.6,1,1,2003,110000,288,210000,0,0,0,0,0,844.39786867,852.92285156,840.94726563,874.73242188,846.28613281,869.37451172,825.71191406,850.6640625,900.42138672,808.44873047,863.16210938,827.25390625,848.56542969,894.07714844,888.10986328,868.87548828,850.30761719,860.79248047,863.03857422,848.68212891,861.57910156,828.73388672,888.92578125,904.24511719,871.17480469,867.14550781,852.82470703,860.91650391,857.31787109,0,860.86132813,883.70166016,851.58789063,837.09667969,854.33300781,844.46142578,833.28515625,845.45751953,876.06494141,839.58837891,875.59570313,865.01757813,891.76269531,859.36425781,845.53125,893.56396484,860.23730469,865.61523438,867.16210938,844.05224609,872.01123047,861.79199219,838.8984375,840.27587891,861.19873047,848.74609375,843.28662109,851.87451172,865.67822266,849.81054688,851.12060547,6,SIH13E8997835,0,00
00,1,5.49,1,1,2012,198000,230,200000,0,0,0,0,0,208.32948799,215.61328125,0,205.00146484,213.02587891,229.25817871,203.99841309,204.72546387,211.31811523,207.23718262,211.79980469,206.69775391,233.07104492,215.92016602,209.0501709,203.22644043,213.08605957,214.46154785,224.5279541,214.13244629,214.6105957,198.7208252,222.48339844,208.41003418,204.79602051,205.65246582,212.25610352,219.16259766,206.49108887,221.09118652,209.43640137,202.74914551,225.59667969,215.3314209,211.26464844,210.08410645,217.39868164,216.57983398,203.9543457,214.46154785,210.92175293,203.44384766,217.83959961,204.24609375,214.97692871,217.14025879,205.66394043,211.171875,204.53637695,214.46520996,201.84558105,222.23254395,205.61730957,205.11621094,211.83630371,215.58569336,205.20959473,219.47497559,211.87255859,213.53430176,225.78234863,6,SIH13E8997832,0,00
00,2,5.98,1,1,2012,97000,115,100000,0,0,0,0,0,208.32948799,215.61328125,0,205.00146484,213.02587891,229.25817871,203.99841309,204.72546387,211.31811523,207.23718262,211.79980469,206.69775391,233.07104492,215.92016602,209.0501709,203.22644043,213.08605957,214.46154785,224.5279541,214.13244629,214.6105957,198.7208252,222.48339844,208.41003418,204.79602051,205.65246582,212.25610352,219.16259766,206.49108887,221.09118652,209.43640137,202.74914551,225.59667969,215.3314209,211.26464844,210.08410645,217.39868164,216.57983398,203.9543457,214.46154785,210.92175293,203.44384766,217.83959961,204.24609375,214.97692871,217.14025879,205.66394043,211.171875,204.53637695,214.46520996,201.84558105,222.23254395,205.61730957,205.11621094,211.83630371,215.58569336,205.20959473,219.47497559,211.87255859,213.53430176,225.78234863,6,SIH13E8997832,0,00
00,1,5.83,1,1,2010,55719,244,265000,0,0,0,0,0,580.74931203,598.75146484,596.34960938,589.39746094,588.03271484,592.01513672,593.33886719,577.19189453,589.05712891,579.97802734,576.80322266,599.55175781,594.15576172,578.38330078,582.94677734,594.94921875,591.05566406,585.44921875,592.45898438,578.70117188,598.51416016,601.04296875,574.47412109,598.68310547,596.11083984,610.890625,601.58691406,594.3359375,599.18896484,587.00244141,592.13720703,582.78125,598.90429688,0,589.29296875,584.51464844,585.80566406,596.0859375,573.70410156,594.1484375,589.97119141,585.93994141,613.15234375,598.03613281,569.64501953,600.66113281,598.19726563,588.95507813,602.10839844,581.82275391,585.95166016,581.04003906,606.38183594,588.97021484,588.07275391,584.546875,587.42675781,585.44384766,592.83105469,605.08203125,586.61279297,6,SIH13E8997831,0,00
00,1,5.2,1,1,2011,423322,640,410565,0,0,0,0,1,1298.562518,1336.6992188,1326.6582031,1298.2890625,1295.9960938,1318.6523438,1314.6376953,1346.9921875,1306.2695313,1281.7851563,1273.0029297,1303.1982422,1275.9736328,1415.0742188,1337.4970703,1294.7958984,1322.0742188,1305.6162109,1300.8896484,1310.2880859,1306.6650391,1368.2773438,0,1447.3984375,1342.0556641,1297.9658203,1338.1845703,1314.4228516,1292.5390625,1303.2050781,1289.6103516,1343.015625,1356.2460938,1283.2558594,1303.3730469,1311.9921875,1300.3203125,1330.9716797,1291.4472656,1280.7373047,1294.0126953,1368.8798828,1314.5576172,1359.4072266,1353.375,1294.3701172,1301.0605469,1317.0898438,1285.0595703,1323.3017578,1326.0068359,1347.3408203,1289.9208984,1289.5126953,1337.4150391,1382.2861328,1364.1210938,1280.5,1299.8710938,1279.4072266,1401.5458984,6,SIH13E8997830,0,00
00,2,0,3,5,0,20000,0,32000,0,0,0,0,0,1298.562518,1336.6992188,1326.6582031,1298.2890625,1295.9960938,1318.6523438,1314.6376953,1346.9921875,1306.2695313,1281.7851563,1273.0029297,1303.1982422,1275.9736328,1415.0742188,1337.4970703,1294.7958984,1322.0742188,1305.6162109,1300.8896484,1310.2880859,1306.6650391,1368.2773438,0,1447.3984375,1342.0556641,1297.9658203,1338.1845703,1314.4228516,1292.5390625,1303.2050781,1289.6103516,1343.015625,1356.2460938,1283.2558594,1303.3730469,1311.9921875,1300.3203125,1330.9716797,1291.4472656,1280.7373047,1294.0126953,1368.8798828,1314.5576172,1359.4072266,1353.375,1294.3701172,1301.0605469,1317.0898438,1285.0595703,1323.3017578,1326.0068359,1347.3408203,1289.9208984,1289.5126953,1337.4150391,1382.2861328,1364.1210938,1280.5,1299.8710938,1279.4072266,1401.5458984,6,SIH13E8997830,0,00
00,1,5.65,1,2,2012,130000,104,130000,0,0,0,0,0,1275.070759,1304.0957031,1276.6552734,1297.6005859,1281.9853516,1282.2109375,1308.1875,1266.9179688,1316.7587891,1271.9013672,1293.4628906,1281.8925781,1305.890625,1322.9638672,1258.8691406,1272.8955078,1335.6357422,1272.7011719,1307.9589844,1292.0068359,1277.0126953,1271.4648438,1291.7255859,1282.4316406,1280.3642578,1308.1240234,1289.5400391,1289.8691406,1341.6855469,1332.3681641,1302.0283203,1341.0634766,1289.3466797,1314.4277344,1298.0019531,1304.2021484,1387.1621094,1298.8779297,1354.3769531,1287.3955078,1303.5693359,1347.4248047,1285.7548828,1258.5009766,1319.2880859,1304.6484375,1310.3974609,1275.9677734,1322.6796875,1279.0458984,1262.4970703,1269.2099609,1294.3300781,1276.9023438,1301.0976563,1279.4765625,1306.7314453,1277.3320313,1329.5107422,1239.4677734,0,6,SIH13E8997829,0,00
00,2,0,2,2,0,350000,0,350000,0,0,0,0,0,1275.070759,1304.0957031,1276.6552734,1297.6005859,1281.9853516,1282.2109375,1308.1875,1266.9179688,1316.7587891,1271.9013672,1293.4628906,1281.8925781,1305.890625,1322.9638672,1258.8691406,1272.8955078,1335.6357422,1272.7011719,1307.9589844,1292.0068359,1277.0126953,1271.4648438,1291.7255859,1282.4316406,1280.3642578,1308.1240234,1289.5400391,1289.8691406,1341.6855469,1332.3681641,1302.0283203,1341.0634766,1289.3466797,1314.4277344,1298.0019531,1304.2021484,1387.1621094,1298.8779297,1354.3769531,1287.3955078,1303.5693359,1347.4248047,1285.7548828,1258.5009766,1319.2880859,1304.6484375,1310.3974609,1275.9677734,1322.6796875,1279.0458984,1262.4970703,1269.2099609,1294.3300781,1276.9023438,1301.0976563,1279.4765625,1306.7314453,1277.3320313,1329.5107422,1239.4677734,0,6,SIH13E8997829,0,00
00,3,0,3,2,0,225000,0,225000,0,1,0,0,0,1275.070759,1304.0957031,1276.6552734,1297.6005859,1281.9853516,1282.2109375,1308.1875,1266.9179688,1316.7587891,1271.9013672,1293.4628906,1281.8925781,1305.890625,1322.9638672,1258.8691406,1272.8955078,1335.6357422,1272.7011719,1307.9589844,1292.0068359,1277.0126953,1271.4648438,1291.7255859,1282.4316406,1280.3642578,1308.1240234,1289.5400391,1289.8691406,1341.6855469,1332.3681641,1302.0283203,1341.0634766,1289.3466797,1314.4277344,1298.0019531,1304.2021484,1387.1621094,1298.8779297,1354.3769531,1287.3955078,1303.5693359,1347.4248047,1285.7548828,1258.5009766,1319.2880859,1304.6484375,1310.3974609,1275.9677734,1322.6796875,1279.0458984,1262.4970703,1269.2099609,1294.3300781,1276.9023438,1301.0976563,1279.4765625,1306.7314453,1277.3320313,1329.5107422,1239.4677734,0,6,SIH13E8997829,0,00
00,4,0,3,2,0,225000,0,225000,0,1,0,0,0,1275.070759,1304.0957031,1276.6552734,1297.6005859,1281.9853516,1282.2109375,1308.1875,1266.9179688,1316.7587891,1271.9013672,1293.4628906,1281.8925781,1305.890625,1322.9638672,1258.8691406,1272.8955078,1335.6357422,1272.7011719,1307.9589844,1292.0068359,1277.0126953,1271.4648438,1291.7255859,1282.4316406,1280.3642578,1308.1240234,1289.5400391,1289.8691406,1341.6855469,1332.3681641,1302.0283203,1341.0634766,1289.3466797,1314.4277344,1298.0019531,1304.2021484,1387.1621094,1298.8779297,1354.3769531,1287.3955078,1303.5693359,1347.4248047,1285.7548828,1258.5009766,1319.2880859,1304.6484375,1310.3974609,1275.9677734,1322.6796875,1279.0458984,1262.4970703,1269.2099609,1294.3300781,1276.9023438,1301.0976563,1279.4765625,1306.7314453,1277.3320313,1329.5107422,1239.4677734,0,6,SIH13E8997829,0,00
00,1,15.65,3,5,2013,5500,32,6000,0,0,0,0,0,104.64643355,105.61480713,105.56433105,103.03100586,107.23706055,107.2456665,109.52844238,102.85949707,103.63806152,105.63232422,104.99932861,105.52008057,106.90301514,0,105.27191162,103.20361328,111.38659668,105.01690674,108.65283203,106.67791748,105.41027832,106.36767578,104.7956543,104.93426514,104.49493408,106.80865479,109.07263184,107.57019043,105.76293945,108.73144531,103.20562744,107.46307373,106.92480469,108.04315186,108.0904541,104.60009766,105.93011475,112.55047607,105.12261963,104.81323242,102.59143066,105.44091797,104.59466553,104.95159912,104.18255615,103.36132813,111.78674316,106.50366211,106.61334229,104.96343994,101.70062256,104.09210205,110.25152588,106.93994141,104.7321167,112.31463623,106.07434082,108.93164063,106.09173584,115.15740967,109.38720703,6,SIH13E8997826,0,00
00,1,6.14,1,1,2008,109000,238,130000,0,0,0,0,1,143.47557476,153.67675781,145.49560547,142.27258301,146.12280273,151.47277832,141.75549316,144.16491699,141.23913574,145.22216797,141.7557373,141.59008789,146.4666748,148.35327148,154.06115723,0,141.83862305,145.87780762,142.8795166,154.06408691,145.23193359,144.11767578,158.21447754,144.42590332,151.42016602,142.03161621,142.81799316,150.9486084,143.46740723,145.57287598,140.90856934,145.17590332,147.1439209,147.02062988,143.19458008,148.16174316,143.57177734,140.41955566,144.24658203,142.59008789,144.39599609,144.50732422,145.12109375,155.08215332,144.97180176,149.91992188,145.43798828,143.73071289,149.00671387,144.14990234,151.47937012,149.08105469,145.01123047,150.26916504,142.51062012,143.42626953,140.9263916,142.92431641,147.17602539,143.52160645,144.3927002,6,SIH13E8997825,0,00
00,1,5.8,1,1,2013,400000,518,450000,0,0,0,0,0,1709.8277136,1670.5830078,1811.6445313,1759.2041016,1712.1318359,1683.6484375,1833.9199219,1751.46875,1707.9628906,1753.6328125,1713.5986328,1727.8896484,1780.2226563,1722.3232422,1683.0986328,1621.6103516,1792.0097656,0,1779.5957031,1820.5546875,1719.6455078,1799.0527344,1716.8564453,1744.3554688,1725.8378906,1731.6777344,1727.8623047,1745.8330078,1758.9902344,1824.4052734,1730.2832031,1747.390625,1753.875,1784.2490234,1794.4599609,1705.8125,1692.2841797,1758.5654297,1706.8300781,1731.1044922,1774.6992188,1697.7734375,1713.7558594,1766.1279297,1730.4013672,1764.4677734,1676.5703125,1776.6259766,1722.4150391,1747.9560547,1710.4248047,1725.203125,1777.0654297,1673.3349609,1739.3330078,1768.390625,1780.0029297,1710.2080078,1758.5615234,1721.3876953,1675.7929688,6,SIH13E8997823,0,00
00,1,7.2,1,1,2002,8000,500,150000,0,0,0,0,0,504.76508511,481.49755859,515.17138672,493.07568359,519.48681641,498.16967773,566.51757813,499.65673828,487.484375,540.54003906,548.49267578,504.7980957,507.15673828,524.97558594,495.33154297,502.32910156,557.82910156,508.20874023,492.45483398,494.9699707,485.45141602,545.15478516,486.56103516,515.77929688,499.58032227,505.28735352,500.36083984,517.65869141,512.70703125,483.14697266,502.51660156,487.11987305,520.56689453,513.76464844,503.04589844,492.06689453,494.70288086,516.47412109,535.68212891,504.87719727,501.02832031,505.09130859,570.07421875,493.10742188,503.33764648,534.25,493.18041992,522.00683594,539.58154297,507.92626953,0,523.94726563,510.99389648,492.97021484,519.30810547,523.49951172,492.89282227,526.50683594,551.98876953,501.87792969,556.82568359,6,SIH13E8997821,0,00
00,1,5.16,1,1,2006,178000,277,270000,0,0,0,0,0,674.81468381,692.73583984,688.12402344,703.3828125,698.93505859,666.57275391,659.34765625,704.12207031,698.64453125,685.83105469,672.85693359,677.19873047,669.69921875,695.17529297,665.20214844,705.40478516,666.71777344,695.65771484,671.31347656,673.70458984,697.26123047,724.58642578,671.29394531,673.44091797,673.30419922,672.91552734,695.79638672,691.36425781,655.26464844,683.85644531,656.02001953,712.93212891,691.17675781,689.18457031,681.85009766,682.921875,685.50195313,665.14257813,758.73583984,694.06152344,678.8828125,698.23144531,659.55664063,677.06640625,706.53466797,687.22607422,684.40771484,686.44384766,706.64013672,697.3359375,688.75146484,669.29101563,691.54931641,700.08886719,677.87597656,688.48339844,681.23291016,0,694.32910156,712.12695313,663.17480469,6,SIH13E8997820,0,00
00,1,0,2,5,0,8160,0,13000,0,0,0,0,0,143.95593096,141.53442383,150.81018066,153.08288574,146.02502441,140.50537109,143.62316895,139.10437012,147.63781738,147.00537109,141.86132813,147.32519531,150.33703613,142.77868652,147.46643066,143.52563477,147.79467773,153.01501465,142.20019531,150.09851074,149.80603027,145.0357666,142.34008789,144.16918945,141.94921875,143.9342041,140.36010742,137.8067627,147.6361084,0,157.12719727,143.86547852,145.29711914,153.15405273,147.49987793,145.61108398,155.00158691,138.15515137,147.71765137,142.20532227,157.78234863,144.75341797,145.31420898,141.56994629,147.14306641,143.98388672,152.28820801,148.33618164,150.62341309,140.45349121,139.92053223,146.55993652,148.44042969,148.66113281,156.98913574,152.68383789,152.47277832,142.5135498,145.23962402,143.51220703,142.42150879,6,SIH13E8997819,0,00
00,1,0,2,5,0,30000,0,40000,0,0,0,0,0,1466.0256148,1450.3154297,1415.3779297,1485.7890625,1494.4306641,1498.9755859,1471.1513672,1492.3867188,1464.0615234,1434.3027344,1544.7451172,1485.0625,1445.2451172,1512.2509766,1516.1669922,1496.6552734,1468.0039063,1548.3125,1447.7441406,1545.0449219,1436.9423828,1462.1943359,1619.5976563,1498.7773438,1487.9482422,1521.4404297,1457.4707031,1519.4970703,1622.328125,1468.8261719,1458.7978516,1454.8017578,1475.7666016,1421.7695313,1567.3574219,1413.4833984,0,1487.984375,1483.9853516,1482.1826172,1465.2148438,1514.9951172,1464.6240234,1505.4375,1554.1708984,1521.3203125,1491.5166016,1596.7294922,1471.0117188,1510.5166016,1474.609375,1503.5048828,1500.3330078,1466.2597656,1480.5507813,1474.9404297,1471.4619141,1558.9248047,1480.2890625,1469.2822266,1473.6650391,6,SIH13E8997816,0,00
00,2,0,2,5,0,26000,0,35000,0,0,0,0,0,1466.0256148,1450.3154297,1415.3779297,1485.7890625,1494.4306641,1498.9755859,1471.1513672,1492.3867188,1464.0615234,1434.3027344,1544.7451172,1485.0625,1445.2451172,1512.2509766,1516.1669922,1496.6552734,1468.0039063,1548.3125,1447.7441406,1545.0449219,1436.9423828,1462.1943359,1619.5976563,1498.7773438,1487.9482422,1521.4404297,1457.4707031,1519.4970703,1622.328125,1468.8261719,1458.7978516,1454.8017578,1475.7666016,1421.7695313,1567.3574219,1413.4833984,0,1487.984375,1483.9853516,1482.1826172,1465.2148438,1514.9951172,1464.6240234,1505.4375,1554.1708984,1521.3203125,1491.5166016,1596.7294922,1471.0117188,1510.5166016,1474.609375,1503.5048828,1500.3330078,1466.2597656,1480.5507813,1474.9404297,1471.4619141,1558.9248047,1480.2890625,1469.2822266,1473.6650391,6,SIH13E8997816,0,00
00,3,0,3,5,0,50000,0,52000,0,0,0,0,0,1466.0256148,1450.3154297,1415.3779297,1485.7890625,1494.4306641,1498.9755859,1471.1513672,1492.3867188,1464.0615234,1434.3027344,1544.7451172,1485.0625,1445.2451172,1512.2509766,1516.1669922,1496.6552734,1468.0039063,1548.3125,1447.7441406,1545.0449219,1436.9423828,1462.1943359,1619.5976563,1498.7773438,1487.9482422,1521.4404297,1457.4707031,1519.4970703,1622.328125,1468.8261719,1458.7978516,1454.8017578,1475.7666016,1421.7695313,1567.3574219,1413.4833984,0,1487.984375,1483.9853516,1482.1826172,1465.2148438,1514.9951172,1464.6240234,1505.4375,1554.1708984,1521.3203125,1491.5166016,1596.7294922,1471.0117188,1510.5166016,1474.609375,1503.5048828,1500.3330078,1466.2597656,1480.5507813,1474.9404297,1471.4619141,1558.9248047,1480.2890625,1469.2822266,1473.6650391,6,SIH13E8997816,0,00
00,4,0,2,5,0,54000,0,54000,0,0,0,0,0,1466.0256148,1450.3154297,1415.3779297,1485.7890625,1494.4306641,1498.9755859,1471.1513672,1492.3867188,1464.0615234,1434.3027344,1544.7451172,1485.0625,1445.2451172,1512.2509766,1516.1669922,1496.6552734,1468.0039063,1548.3125,1447.7441406,1545.0449219,1436.9423828,1462.1943359,1619.5976563,1498.7773438,1487.9482422,1521.4404297,1457.4707031,1519.4970703,1622.328125,1468.8261719,1458.7978516,1454.8017578,1475.7666016,1421.7695313,1567.3574219,1413.4833984,0,1487.984375,1483.9853516,1482.1826172,1465.2148438,1514.9951172,1464.6240234,1505.4375,1554.1708984,1521.3203125,1491.5166016,1596.7294922,1471.0117188,1510.5166016,1474.609375,1503.5048828,1500.3330078,1466.2597656,1480.5507813,1474.9404297,1471.4619141,1558.9248047,1480.2890625,1469.2822266,1473.6650391,6,SIH13E8997816,0,00
00,1,0,3,7,0,900,0,1000,0,0,0,0,0,72.860732191,73.327575684,73.754272461,73.465942383,70.618347168,74.426940918,76.034301758,75.135681152,73.46295166,74.447509766,72.823913574,74.368469238,71.438171387,74.55090332,74.74786377,75.180969238,73.087219238,74.700744629,71.167480469,74.980834961,73.777893066,73.883789063,77.991821289,77.878051758,73.09552002,74.241455078,71.881347656,71.522644043,73.783691406,74.928283691,73.385742188,76.796875,77.48059082,73.152099609,72.301452637,73.053466797,72.556213379,75.520629883,74.766967773,78.12322998,74.008361816,75.127258301,71.720703125,71.984313965,74.414978027,74.91394043,68.106872559,72.275024414,75.617797852,72.258361816,72.13861084,74.286437988,73.614074707,79.767211914,71.129638672,76.401245117,73.808898926,70.138244629,0,70.495178223,84.257019043,6,SIH13E8997814,0,00
00,1,0,2,2,0,92000,0,105000,0,0,0,0,0,685.43779626,694.03808594,698.34863281,688.97265625,701.60986328,691.27148438,717.390625,714.25,689.05126953,706.22265625,695.97949219,698.34716797,691.01708984,699.43017578,698.42333984,685.11572266,684.11669922,702.30712891,686.21435547,689.13769531,691.28710938,711.45654297,691.16455078,693.79150391,703.20410156,693.63085938,699.76708984,714.75927734,700.50927734,684.31542969,683.43457031,695.56835938,687.015625,699.1875,700.66601563,694.78955078,680.45361328,688.68945313,700.51855469,708.34472656,686.77636719,699.56787109,703.91455078,707.34277344,692.54736328,715.31347656,695.46044922,700.27783203,703.83203125,699.84619141,713.31005859,0,699.68359375,694.09521484,694.60498047,695.29443359,692.47851563,694.30322266,690.06689453,707.74267578,698.49511719,6,SIH13E8997812,0,00
00,2,0,2,2,0,38000,0,70000,0,0,0,0,0,685.43779626,694.03808594,698.34863281,688.97265625,701.60986328,691.27148438,717.390625,714.25,689.05126953,706.22265625,695.97949219,698.34716797,691.01708984,699.43017578,698.42333984,685.11572266,684.11669922,702.30712891,686.21435547,689.13769531,691.28710938,711.45654297,691.16455078,693.79150391,703.20410156,693.63085938,699.76708984,714.75927734,700.50927734,684.31542969,683.43457031,695.56835938,687.015625,699.1875,700.66601563,694.78955078,680.45361328,688.68945313,700.51855469,708.34472656,686.77636719,699.56787109,703.91455078,707.34277344,692.54736328,715.31347656,695.46044922,700.27783203,703.83203125,699.84619141,713.31005859,0,699.68359375,694.09521484,694.60498047,695.29443359,692.47851563,694.30322266,690.06689453,707.74267578,698.49511719,6,SIH13E8997812,0,00
00,1,0,3,5,0,5500,0,7096,0,0,0,0,0,111.31037461,113.87579346,113.58050537,113.04742432,109.67736816,111.19915771,112.19903564,118.36419678,115.2668457,110.05072021,114.67889404,113.18334961,107.77539063,116.93951416,114.11901855,115.22991943,113.14123535,109.86352539,115.45074463,108.36065674,111.46856689,119.62878418,112.28405762,109.06585693,115.5692749,111.11383057,109.0456543,104.02685547,117.27703857,117.34368896,0,107.74993896,108.60455322,114.35632324,113.44311523,114.02276611,107.50842285,114.68945313,115.04663086,112.04138184,115.54742432,114.69689941,112.96069336,110.71582031,115.81103516,114.35125732,119.40930176,108.94152832,112.00140381,112.20721436,113.74725342,113.95227051,109.65008545,114.39697266,111.49432373,118.37329102,113.01330566,114.63647461,120.16809082,120.67858887,111.07800293,6,SIH13E8997809,0,00
00,1,5.13,1,1,2011,72000,200,87740,0,0,0,0,0,82.886460507,85.913574219,83.210449219,84.330810547,88.460266113,85.581420898,87.983764648,85.448425293,86.009277344,84.221069336,85.677001953,82.568603516,81.474121094,86.311889648,83.674621582,83.138244629,83.393005371,83.138916016,82.667907715,81.340209961,82.883850098,81.667724609,80.110839844,81.048950195,90.222839355,85.178833008,82.554992676,85.794006348,83.654785156,83.822692871,80.260437012,84.735473633,81.617736816,81.986328125,83.399719238,84.386291504,84.844543457,80.797302246,84.968444824,85.252319336,87.764709473,84.391174316,85.044250488,83.059082031,81.45324707,84.16998291,80.541931152,85.993774414,83.192687988,92.313232422,84.918151855,85.108886719,83.844909668,84.892822266,81.812744141,83.884460449,79.918823242,86.064880371,0,91.493286133,87.216186523,6,SIH13E8997806,0,00
00,2,0,3,6,0,5500,0,7000,0,0,0,0,0,82.886460507,85.913574219,83.210449219,84.330810547,88.460266113,85.581420898,87.983764648,85.448425293,86.009277344,84.221069336,85.677001953,82.568603516,81.474121094,86.311889648,83.674621582,83.138244629,83.393005371,83.138916016,82.667907715,81.340209961,82.883850098,81.667724609,80.110839844,81.048950195,90.222839355,85.178833008,82.554992676,85.794006348,83.654785156,83.822692871,80.260437012,84.735473633,81.617736816,81.986328125,83.399719238,84.386291504,84.844543457,80.797302246,84.968444824,85.252319336,87.764709473,84.391174316,85.044250488,83.059082031,81.45324707,84.16998291,80.541931152,85.993774414,83.192687988,92.313232422,84.918151855,85.108886719,83.844909668,84.892822266,81.812744141,83.884460449,79.918823242,86.064880371,0,91.493286133,87.216186523,6,SIH13E8997806,0,00
00,1,6.15,1,1,2012,148339,229,160000,0,0,0,0,0,49.478822295,47.397766113,50.069396973,43.955352783,52.605285645,52.600799561,46.068786621,49.207855225,41.379882813,49.844146729,51.800079346,45.832397461,60.187866211,52.35647583,50.553283691,47.143707275,52.779052734,51.161071777,48.280914307,48.012451172,48.993927002,52.065826416,51.90133667,50.10357666,50.545623779,47.806091309,54.033111572,50.618896484,48.330078125,51.181213379,46.514373779,49.504119873,53.999572754,47.744232178,50.89932251,50.008758545,50.466003418,47.62979126,49.393890381,51.517272949,53.076477051,50.109771729,52.831695557,49.145019531,47.700836182,51.514862061,50.800109863,55.157897949,49.166320801,49.648376465,48.391113281,49.754699707,54.013580322,53.94152832,48.473419189,0,52.721893311,53.85836792,50.184173584,51.6875,45.801483154,6,SIH13E8997799,0,00
00,2,0,2,5,0,34000,0,35000,0,0,0,0,0,49.478822295,47.397766113,50.069396973,43.955352783,52.605285645,52.600799561,46.068786621,49.207855225,41.379882813,49.844146729,51.800079346,45.832397461,60.187866211,52.35647583,50.553283691,47.143707275,52.779052734,51.161071777,48.280914307,48.012451172,48.993927002,52.065826416,51.90133667,50.10357666,50.545623779,47.806091309,54.033111572,50.618896484,48.330078125,51.181213379,46.514373779,49.504119873,53.999572754,47.744232178,50.89932251,50.008758545,50.466003418,47.62979126,49.393890381,51.517272949,53.076477051,50.109771729,52.831695557,49.145019531,47.700836182,51.514862061,50.800109863,55.157897949,49.166320801,49.648376465,48.391113281,49.754699707,54.013580322,53.94152832,48.473419189,0,52.721893311,53.85836792,50.184173584,51.6875,45.801483154,6,SIH13E8997799,0,00
00,1,0,2,5,0,20305,0,25000,0,1,0,0,0,528.69132697,555.89111328,507.72363281,591.62988281,540.32226563,514.22070313,522.31201172,516.88183594,549.44628906,547.22460938,541.94726563,566.74072266,531.85302734,558.68164063,528.91015625,567.06201172,534.9921875,587.92431641,511.60644531,537.04345703,543.66992188,0,522.77587891,567.25048828,553.80810547,524.81835938,533.48388672,540.45166016,548.25195313,535.58203125,546.72412109,515.83349609,534.42285156,526.04492188,548.84667969,528.04394531,524.79394531,540.04248047,514.38623047,551.01904297,506.65014648,529.69970703,556.62744141,575.93652344,528.46191406,504.42822266,499.74023438,567.54931641,523.86523438,513.58544922,526.32324219,530.67431641,568.14501953,542.28955078,526.99365234,513.66992188,528.51611328,524.39990234,529.29541016,581.19140625,540.76806641,6,SIH13E8997797,0,00
